food_kr,food_en,source_reliability,source_name,rule_source,임산부_정보유무,임산부_주의,수유부_정보유무,수유부_주의
파인애플,,High,"연세아이봄여성의원 난임클리닉 – 임신 초기 잘 사는 법! 임신 초기 무엇을 조심해야 할까요?(매운 음식, 커피, 부부관계, 비행기 등)",https://www.youtube.com/watch?v=bx9tEz4uM4g,TRUE,Safe,FALSE,None
매운 음식,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Safe,TRUE,Caution
땅콩,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Safe,FALSE,None
익히지 않은 음식,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Caution,FALSE,None
회,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Caution,FALSE,None
육회,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Caution,FALSE,None
생선회,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Caution,FALSE,None
초밥,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Caution,FALSE,None
계란 반숙,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Caution,FALSE,None
탄산 음료,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Conditional,FALSE,None
보리차,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Safe,FALSE,None
자몽 차,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Safe,FALSE,None
생강 차,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Conditional,FALSE,None
루이보스 차,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Safe,FALSE,None
민트 차,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Safe,FALSE,None
로즈힙 차,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Safe,FALSE,None
캐모마일 차,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Safe,FALSE,None
라벤더 차,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Safe,FALSE,None
비강화 치즈,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Caution,FALSE,None
브리,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Avoid,FALSE,None
고르곤졸라,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Avoid,FALSE,None
까망베르,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Avoid,FALSE,None
블루치즈,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Avoid,FALSE,None
푸미존,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Avoid,FALSE,None
푸마 데스,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Avoid,FALSE,None
리코타,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Safe,FALSE,None
모짜렐라,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Safe,FALSE,None
크림치즈,,Medium,순산멘토 둘라로지아 – 임산부가 먹으면 안된다는 음식 진짜일까? 카더라 통신 정보 총정리!,https://blog.naver.com/loggialab/223014750887,TRUE,Safe,FALSE,None
무알코올 맥주(알코올 0),,High,산소형제TV – 임산부 맥주. 이렇게 마셔야 합니다🍺 (수유부도 가능?),https://www.youtube.com/watch?v=IEm5oZK4q94,TRUE,Safe,FALSE,None
논알코올 맥주 (알코올 1% 미만),,High,산소형제TV – 임산부 맥주. 이렇게 마셔야 합니다🍺 (수유부도 가능?),https://www.youtube.com/watch?v=IEm5oZK4q94,TRUE,Avoid,FALSE,None
커피,,High,"우아한산소, 우산소 – [산부인과] 임신 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=Ss2uif6fAjM,TRUE,Conditional,FALSE,None
술,,High,"우아한산소, 우산소 – [산부인과] 임신 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=Ss2uif6fAjM,TRUE,Avoid,FALSE,None
곡주,,High,"우아한산소, 우산소 – [산부인과] 임신 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=Ss2uif6fAjM,TRUE,Avoid,FALSE,None
저알콜 맥주,,High,"우아한산소, 우산소 – [산부인과] 임신 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=Ss2uif6fAjM,TRUE,Avoid,FALSE,None
무알콜 맥주,,High,"우아한산소, 우산소 – [산부인과] 임신 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=Ss2uif6fAjM,TRUE,Safe,FALSE,None
허브티,,High,"우아한산소, 우산소 – [산부인과] 임신 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=Ss2uif6fAjM,TRUE,Caution,FALSE,None
아스파탐,,High,"우아한산소, 우산소 – [산부인과] 임신 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=Ss2uif6fAjM,TRUE,Caution,FALSE,None
제로 콜라,,High,"우아한산소, 우산소 – [산부인과] 임신 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=Ss2uif6fAjM,TRUE,Caution,FALSE,None
매운 음식,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Safe
짠 음식,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Safe
카페인,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Safe
수제비,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Safe
떡볶이,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Safe
피자,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Safe
술,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Conditional
맥주,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Conditional
저알콜 맥주,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Safe
무알콜 맥주,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Safe
소주,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Conditional
커피,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Conditional
뱀탕,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Avoid
염소탕,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Avoid
잉어 액기스,,High,"우아한산소, 우산소 – [소아청소년과] 모유 수유 중 음식에 대한 오해와 진실",https://www.youtube.com/watch?v=8n8QfKc1R7o,FALSE,None,TRUE,Avoid
비살균 유제품,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Avoid,FALSE,None
냉동 참치류,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Avoid,FALSE,None
다랑어류,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Avoid,FALSE,None
심해성 어류,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Avoid,FALSE,None
참치 통조림,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Safe,FALSE,None
날 음식,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Avoid,FALSE,None
덜 익힌 육류,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Avoid,FALSE,None
알코올,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Avoid,FALSE,None
술,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Avoid,FALSE,None
커피,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Conditional,FALSE,None
바나나,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Safe,FALSE,None
토마토,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Safe,FALSE,None
요구르트,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Safe,FALSE,None
고구마,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Safe,FALSE,None
단호박,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Safe,FALSE,None
푸룬 (건자두),,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Safe,FALSE,None
멸치,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Safe,FALSE,None
치즈,,High,광양 사랑병원 – 임산부가 먹으면 안 되는 음식 vs 좋은 음식,http://www.gysarang.com/Module/News/Lecture.asp?MODE=V&SRNO=6275,TRUE,Safe,FALSE,None
브로콜리,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
딸기,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
참외,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
시금치,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
깻잎,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
콩,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
현미,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
귀리,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
통밀,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
통밀빵,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
비빔 국수,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
오이 냉국,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
우유,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
요거트,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
멸치,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
고등어,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
연어,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
방어,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
굴,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
등푸른 생선,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
소고기,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
돼지고기,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
술,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Avoid,FALSE,None
커피,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Conditional,FALSE,None
생선 회,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Avoid,FALSE,None
참치 통조림,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Conditional,FALSE,None
참치,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Avoid,FALSE,None
인스턴트 음식,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Avoid,FALSE,None
굴무국,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
계란말이,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
고등어조림,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
잔멸치견과류볶음,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
시금치,,Medium,"필라이즈 – 임산부, 출산 후 산모에게 좋은 음식, 먹으면 안되는 음식, 추천 식단",https://www.pillyze.com/columns/74,TRUE,Safe,FALSE,None
밥,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
빵,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
시리얼,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
파스타,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
귀리,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
밥,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
옥수수,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
감자,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
고구마,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
통곡물,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
현미,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
호밀 빵,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
보리,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
밀가루,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Conditional,FALSE,None
설탕,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Conditional,FALSE,None
떡,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Conditional,FALSE,None
과자,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Conditional,FALSE,None
콩류,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
견과류,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
간,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Avoid,FALSE,None
고기,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
생선,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
익힌 달걀,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
가금류,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
멸치,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
오징어,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
메기,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
연어,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
새우,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
대합,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
(익힌) 굴,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
잉어,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
도미,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
청어,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
아귀,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
가오리,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
대구,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
두부,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
시금치,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
옥수수,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
양배추,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
해조류,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
참깨,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
오렌지,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
귤,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
레몬,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
라임,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
망고,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
체리,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
딸기,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
브로콜리,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
양배추,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
아보카도,,High,정식품 – 임산부에게 좋은 음식,https://www.vegemil.co.kr/webzine/Q1_2018/sub05,TRUE,Safe,FALSE,None
